country,region,eu_member,sector,asset_class,investment_eur,size_factor,cpi_score,climate_vuln,hdi,ghg_intensity,gender_factor,social_factor,dim_climate,dim_water,dim_gender,dim_social,dim_territory,dim_governance,dim_pollution,dim_innovation,idris_score,idris_band,taxonomy_eligible,taxonomy_aligned,dnsh_pass,sc_score,sfdr_article,pai_score,tcfd_physical,tcfd_transition,mifid_suitability,mifid_profile,csrd_in_scope,impact_material,financial_material
Czech Republic,Eastern Europe,True,Private Equity (diversified),Microfinance / Social Bond,7256513.35,0.8147,57,0.283,0.9,0.286,0.574,0.642,49.3,58.5,66.7,66.0,62.7,58.2,54.3,64.5,59.82,Green,False,False,False,0.0,Article 8,67.9,Low,High,5.5,ESG-integrated (MiFID Art. 8 preference),True,False,True
Ghana,Sub-Saharan Africa,False,Healthcare,Green Bond,4118358.84,0.7603,43,0.706,0.632,0.245,0.707,0.855,44.4,57.0,63.7,67.7,61.3,36.4,51.7,62.7,54.74,Amber,False,False,False,0.0,Article 8,64.6,High,Medium,5.0,Conventional (Article 6 compatible),False,False,False
India,South Asia,False,Affordable Housing,Green Bond,34204.01,0.3002,39,0.536,0.633,0.237,0.733,0.853,43.9,54.1,67.7,65.8,59.5,32.7,62.6,51.3,54.63,Amber,False,False,False,0.0,Article 8,65.1,Medium,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Egypt,MENA,False,Extractive Industry,Real Estate,33542.9,0.2984,35,0.649,0.728,1.0,0.397,0.392,0.0,16.2,41.5,39.9,53.9,19.8,0.7,56.3,26.3,Red,False,False,False,0.0,Article 6,34.8,Medium,High,1.6,Conventional (Article 6 compatible),False,True,False
Indonesia,Southeast Asia,False,Water & Sanitation,Real Estate,15769741.35,0.8892,34,0.679,0.705,0.016,0.681,0.631,90.8,51.9,57.0,59.8,59.3,25.2,95.2,95.3,64.63,Green,True,True,True,84.9,Article 8,67.9,High,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Colombia,Latin America,False,Digital Infrastructure,Microfinance / Social Bond,789275.55,0.6016,39,0.553,0.752,0.262,0.434,0.48,49.8,54.9,37.1,48.7,60.0,25.5,54.3,84.0,47.19,Amber,False,False,False,0.0,Article 6,57.9,Medium,Medium,4.7,Conventional (Article 6 compatible),False,False,False
Czech Republic,Eastern Europe,True,Education & Skills,Private Equity / Venture,8417.01,0.1656,57,0.367,0.9,0.0,0.829,1.0,67.1,64.6,87.9,77.6,50.2,52.5,72.8,81.9,70.56,Green,False,False,False,0.0,Article 8,79.7,Low,Medium,7.6,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Morocco,MENA,False,Water & Sanitation,Green Bond,3629.74,0.0849,38,0.578,0.683,0.172,0.559,0.867,69.2,59.4,40.6,67.9,55.2,32.9,87.9,77.5,58.29,Green,True,True,True,73.0,Article 8,63.2,Medium,Medium,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ukraine,Eastern Europe,False,Manufacturing (conventional),Private Equity / Venture,6089124.31,0.7978,33,0.51,0.773,0.782,0.493,0.56,13.3,19.6,48.1,64.4,58.0,21.8,16.8,67.6,36.9,Red,False,False,False,0.0,Article 6,43.2,Medium,High,2.7,Conventional (Article 6 compatible),False,True,False
Vietnam,Southeast Asia,False,Extractive Industry,Microfinance / Social Bond,12751930.97,0.8688,41,0.708,0.703,0.755,0.344,0.416,12.5,13.1,35.0,51.2,63.9,26.7,17.0,67.8,32.87,Red,False,False,False,0.0,Article 6,42.1,High,High,2.3,Conventional (Article 6 compatible),False,True,False
New Zealand,Oceania,False,Affordable Housing,Project Finance,37637.63,0.3094,85,0.271,0.937,0.462,0.614,0.826,33.8,20.4,90.2,72.4,44.7,64.1,37.5,55.1,56.87,Amber,False,False,False,0.0,Article 8,69.5,Low,Medium,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sweden,Northern Europe,True,Energy Efficiency,SME Debt,69532.68,0.3684,85,0.239,0.952,0.137,0.56,0.742,77.4,66.0,83.6,67.4,56.6,74.1,80.7,87.3,75.02,Dark Green,True,True,True,81.8,Article 9,78.7,Low,Low,9.0,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Indonesia,Southeast Asia,False,Energy Efficiency,Private Equity / Venture,266988.93,0.4976,34,0.64,0.705,0.141,0.588,0.857,71.4,53.9,51.5,67.5,54.3,21.6,78.5,89.8,58.42,Green,True,True,True,74.9,Article 8,62.5,Medium,Low,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Philippines,Southeast Asia,False,Clean Transportation,Green Bond,54483.7,0.345,33,0.724,0.699,0.103,0.46,0.699,77.9,57.7,43.8,59.7,57.2,31.3,90.3,87.1,59.88,Green,True,False,False,77.7,Article 8,61.5,High,Low,5.5,ESG-integrated (MiFID Art. 8 preference),False,True,False
Australia,Oceania,False,Affordable Housing,Private Equity / Venture,1936638.7,0.6878,75,0.319,0.951,0.213,0.581,0.935,57.2,67.6,83.5,84.4,45.7,50.2,57.2,58.3,65.47,Green,False,False,False,0.0,Article 8,72.4,Low,Medium,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
India,South Asia,False,Food & Nutrition,Microfinance / Social Bond,5209086.23,0.7828,39,0.589,0.633,0.581,0.632,0.951,24.4,14.4,59.1,73.2,60.6,29.2,34.9,65.4,44.98,Amber,False,False,False,0.0,Article 6,52.9,Medium,High,3.5,Conventional (Article 6 compatible),False,True,False
Ukraine,Eastern Europe,False,Financial Inclusion,Microfinance / Social Bond,5988.25,0.1329,33,0.468,0.773,0.095,0.705,0.989,62.9,63.3,59.6,73.2,55.5,27.4,71.4,80.5,59.81,Green,False,False,False,0.0,Article 8,67.2,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Morocco,MENA,False,Microfinance,Project Finance,14845.13,0.2201,38,0.604,0.683,0.185,0.712,0.884,48.6,58.3,67.1,62.9,55.0,32.1,63.3,55.3,55.16,Amber,False,False,False,0.0,Article 8,65.6,Medium,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Greece,Southern Europe,True,Extractive Industry,Project Finance,2000.84,0.0277,49,0.466,0.887,0.896,0.369,0.457,0.6,21.1,48.9,43.0,54.1,67.0,15.9,45.8,36.75,Red,False,False,False,0.0,Article 6,45.4,Medium,High,2.7,Conventional (Article 6 compatible),False,True,False
Chile,Latin America,False,Clean Transportation,Private Equity / Venture,6213.4,0.1365,66,0.526,0.86,0.222,0.521,0.712,65.2,58.7,68.3,53.4,43.5,39.5,80.7,82.1,60.5,Green,True,True,True,70.9,Article 8,67.2,Medium,Low,6.5,ESG-integrated (MiFID Art. 8 preference),False,True,False
Greece,Southern Europe,True,Sustainable Agriculture,SME Debt,3571.07,0.0833,49,0.511,0.887,0.231,0.646,0.605,61.1,62.3,65.2,55.7,65.0,45.0,79.7,45.1,60.02,Green,True,True,True,70.1,Article 8,66.8,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Netherlands,Western Europe,True,Financial Inclusion,Private Equity / Venture,6419.45,0.1396,79,0.362,0.941,0.027,0.705,0.779,62.1,58.6,96.0,64.0,59.5,75.0,70.6,81.9,72.66,Green,False,False,False,0.0,Article 8,82.9,Low,Medium,7.8,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Bangladesh,South Asia,False,Education & Skills,Project Finance,30345826.32,0.9521,24,0.777,0.661,0.155,0.762,0.936,56.2,54.5,55.7,75.4,61.4,21.4,61.1,100.0,57.14,Amber,False,False,False,0.0,Article 8,62.8,High,Medium,5.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Egypt,MENA,False,Clean Transportation,Microfinance / Social Bond,393491.6,0.5348,35,0.656,0.728,0.0,0.52,0.689,83.4,55.4,40.6,61.3,57.0,21.8,92.1,83.6,58.82,Green,True,True,True,83.5,Article 8,65.3,High,Low,5.4,ESG-integrated (MiFID Art. 8 preference),False,True,False
France,Western Europe,True,Extractive Industry,Private Equity / Venture,4071.39,0.0959,71,0.277,0.903,0.866,0.283,0.436,8.3,26.3,45.8,46.1,51.8,61.9,9.5,52.2,37.17,Red,False,False,False,0.0,Article 6,49.1,Low,High,2.7,Conventional (Article 6 compatible),False,True,False
Belgium,Western Europe,True,Energy Efficiency,SME Debt,2350.78,0.0431,73,0.321,0.937,0.104,0.459,0.611,73.6,66.8,69.1,53.7,47.8,67.0,89.1,76.2,67.82,Green,True,True,True,80.9,Article 8,74.4,Low,Low,7.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Colombia,Latin America,False,Biodiversity / Nature,Real Estate,89122.6,0.3922,39,0.597,0.752,0.0,0.69,0.596,87.9,62.4,63.5,51.1,51.9,24.4,96.6,52.9,61.83,Green,True,True,True,84.7,Article 8,69.8,Medium,Low,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Italy,Southern Europe,True,Manufacturing (conventional),Private Equity / Venture,23095.34,0.2625,56,0.347,0.895,0.542,0.406,0.604,30.8,21.5,57.1,55.0,54.6,55.2,30.7,60.2,46.26,Amber,False,False,False,0.0,Article 6,56.7,Low,High,3.6,Conventional (Article 6 compatible),False,True,False
Japan,East Asia,False,Energy Efficiency,SME Debt,269122.18,0.4983,73,0.297,0.92,0.15,0.565,0.642,76.9,67.4,75.4,59.3,48.6,48.9,88.7,90.2,68.71,Green,True,True,True,78.5,Article 8,73.5,Low,Low,7.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Indonesia,Southeast Asia,False,Financial Inclusion,Real Estate,11489.04,0.1955,34,0.7,0.705,0.023,0.574,0.787,59.7,56.2,42.2,64.5,51.1,28.3,68.9,78.5,53.29,Amber,False,False,False,0.0,Article 8,65.9,High,Medium,4.8,Conventional (Article 6 compatible),False,False,False
Philippines,Southeast Asia,False,Social Infrastructure,Real Estate,7552009.97,0.8185,33,0.739,0.699,0.012,0.625,0.824,84.3,60.7,50.9,70.3,56.4,20.4,92.6,64.8,61.46,Green,True,False,False,83.9,Article 8,66.0,High,Medium,5.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Egypt,MENA,False,Energy Efficiency,Project Finance,34196492.03,0.9635,35,0.645,0.728,0.18,0.517,0.657,70.9,62.3,47.7,63.7,59.7,40.1,85.4,94.4,61.84,Green,True,True,True,73.9,Article 8,62.0,Medium,Low,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Pakistan,South Asia,False,Energy Efficiency,Microfinance / Social Bond,6339.72,0.1384,29,0.793,0.544,0.112,0.471,0.711,67.0,50.8,34.7,46.6,65.6,21.9,89.5,77.4,52.18,Amber,True,False,False,74.2,Article 8,59.4,High,Low,4.7,Conventional (Article 6 compatible),False,False,False
Spain,Southern Europe,True,Renewable Energy,Real Estate,13385.75,0.2102,60,0.373,0.905,0.089,0.64,0.635,79.7,65.2,70.0,58.9,55.8,55.8,82.0,82.8,68.41,Green,True,True,True,82.0,Article 8,74.5,Low,Low,7.3,ESG-integrated (MiFID Art. 8 preference),False,True,False
South Korea,East Asia,False,Financial Inclusion,Green Bond,23752614.98,0.9285,63,0.348,0.929,0.128,0.787,0.877,59.1,61.5,85.4,74.6,56.0,49.0,63.0,94.3,67.62,Green,False,False,False,0.0,Article 8,76.2,Low,Medium,7.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Spain,Southern Europe,True,Food & Nutrition,Real Estate,57064.88,0.3494,60,0.429,0.905,0.287,0.595,0.708,46.1,59.5,71.3,61.1,62.1,60.6,55.5,48.0,58.98,Green,False,False,False,0.0,Article 8,68.3,Medium,High,5.4,ESG-integrated (MiFID Art. 8 preference),False,True,False
Ukraine,Eastern Europe,False,Clean Transportation,Real Estate,12287639.12,0.8652,33,0.39,0.773,0.256,0.351,0.678,75.7,62.9,32.0,64.5,49.9,18.2,75.9,97.6,54.9,Amber,True,True,True,66.6,Article 8,55.5,Low,Low,6.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
Nigeria,Sub-Saharan Africa,False,Circular Economy,Real Estate,2538421.76,0.7138,25,0.836,0.535,0.064,0.566,0.725,75.9,52.8,43.1,53.1,65.1,14.9,89.8,92.2,56.42,Amber,True,False,False,78.7,Article 8,60.9,High,Low,5.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Portugal,Southern Europe,True,Extractive Industry,Project Finance,273523.99,0.4999,62,0.435,0.866,0.771,0.328,0.43,9.5,21.7,51.3,48.5,55.5,74.5,14.8,61.7,41.8,Amber,False,False,False,0.0,Article 6,51.4,Medium,High,3.2,Conventional (Article 6 compatible),False,True,False
Canada,North America,False,Digital Infrastructure,Private Equity / Venture,14504246.06,0.8812,76,0.29,0.936,0.2,0.505,0.67,58.3,63.3,74.7,67.6,54.1,47.3,64.5,96.0,64.27,Green,False,False,False,0.0,Article 8,71.3,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Japan,East Asia,False,Healthcare,Green Bond,9120.68,0.1733,73,0.395,0.92,0.222,0.699,0.898,47.4,61.7,86.8,72.9,44.6,62.9,57.9,52.0,63.68,Green,False,False,False,0.0,Article 8,74.9,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Morocco,MENA,False,Water & Sanitation,Private Equity / Venture,7182239.24,0.8137,38,0.596,0.683,0.038,0.7,0.848,86.2,62.7,64.9,67.9,59.3,30.1,92.9,92.3,67.78,Green,True,True,True,84.9,Article 8,69.3,Medium,Medium,7.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Kenya,Sub-Saharan Africa,False,Financial Inclusion,Real Estate,28727208.82,0.9468,36,0.642,0.601,0.054,0.665,0.945,61.3,53.8,52.8,74.2,66.9,22.4,69.0,95.1,58.36,Green,False,False,False,0.0,Article 8,66.8,Medium,Medium,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Greece,Southern Europe,True,Sustainable Agriculture,Project Finance,193619.31,0.4667,49,0.349,0.887,0.344,0.586,0.826,64.7,72.3,63.1,69.6,61.4,66.8,72.2,51.7,65.73,Green,True,True,True,65.7,Article 8,65.5,Low,Medium,7.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Canada,North America,False,Food & Nutrition,Microfinance / Social Bond,9250640.96,0.838,76,0.216,0.936,0.47,0.539,0.8,41.8,22.8,77.4,73.1,49.3,53.9,40.1,64.4,55.68,Amber,False,False,False,0.0,Article 8,65.5,Low,High,5.1,ESG-integrated (MiFID Art. 8 preference),False,True,False
Bolivia,Latin America,False,Manufacturing (conventional),Green Bond,2816759.93,0.7238,31,0.659,0.698,0.659,0.569,0.511,15.5,16.1,44.4,53.1,65.6,24.9,24.5,65.3,36.26,Red,False,False,False,0.0,Article 6,47.3,High,High,2.6,Conventional (Article 6 compatible),False,True,False
Morocco,MENA,False,Extractive Industry,Microfinance / Social Bond,558553.46,0.5684,38,0.708,0.683,0.948,0.385,0.459,5.8,15.7,36.5,41.5,61.3,20.6,3.2,58.5,27.64,Red,False,False,False,0.0,Article 6,36.3,High,High,1.8,Conventional (Article 6 compatible),False,True,False
France,Western Europe,True,Food & Nutrition,Real Estate,45577111.44,0.9911,71,0.292,0.903,0.41,0.59,0.851,46.2,24.7,76.5,74.3,58.9,60.6,45.4,64.8,58.96,Green,False,False,False,0.0,Article 8,67.5,Low,High,5.4,ESG-integrated (MiFID Art. 8 preference),True,True,True
Germany,Western Europe,True,Green Building / Real Estate,SME Debt,13955579.22,0.8775,78,0.21,0.942,0.18,0.521,0.664,75.7,69.4,78.2,68.7,63.0,70.7,82.6,64.5,72.9,Green,True,True,True,78.3,Article 9,75.3,Low,Medium,8.8,Sustainability-focused (MiFID Art. 9 preference),True,True,True
Bangladesh,South Asia,False,Manufacturing (conventional),Microfinance / Social Bond,13447.09,0.2106,24,0.837,0.661,0.635,0.556,0.601,11.5,16.5,47.3,45.6,55.8,14.0,26.3,56.0,32.25,Red,False,False,False,0.0,Article 6,44.5,High,High,2.2,Conventional (Article 6 compatible),False,True,False
Vietnam,Southeast Asia,False,Circular Economy,Green Bond,2542.44,0.0507,41,0.597,0.703,0.309,0.594,0.868,60.0,56.1,56.0,55.5,54.4,37.6,71.7,76.9,56.58,Amber,True,True,True,64.1,Article 8,61.0,Medium,Low,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Peru,Latin America,False,Renewable Energy,Private Equity / Venture,2753581.67,0.7216,40,0.475,0.762,0.091,0.695,0.754,78.5,61.8,63.3,61.9,57.9,26.0,93.9,91.3,64.43,Green,True,True,True,80.3,Article 8,68.3,Medium,Low,6.9,ESG-integrated (MiFID Art. 8 preference),False,True,False
Kenya,Sub-Saharan Africa,False,Education & Skills,Real Estate,5132.89,0.1181,36,0.652,0.601,0.038,0.801,1.0,58.2,52.8,65.1,69.3,55.8,22.7,68.8,76.4,57.46,Amber,False,False,False,0.0,Article 8,69.8,High,Medium,5.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Austria,Western Europe,True,Affordable Housing,Project Finance,4005799.66,0.7576,74,0.169,0.916,0.2,0.578,0.768,61.3,66.2,84.1,71.9,60.8,80.0,52.0,64.9,69.91,Green,False,False,False,0.0,Article 8,76.2,Low,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),False,False,True
Colombia,Latin America,False,Food & Nutrition,Project Finance,2043309.28,0.693,39,0.567,0.752,0.497,0.541,0.867,27.4,19.3,50.8,76.3,57.9,36.0,40.4,64.7,46.04,Amber,False,False,False,0.0,Article 6,54.3,Medium,High,3.6,Conventional (Article 6 compatible),False,True,False
India,South Asia,False,SME Finance,Private Equity / Venture,4647.65,0.1086,39,0.582,0.633,0.313,0.687,0.714,45.0,63.2,59.7,49.1,60.2,27.8,52.4,47.5,49.56,Amber,False,False,False,0.0,Article 6,61.4,Medium,Medium,5.0,Conventional (Article 6 compatible),False,False,False
Austria,Western Europe,True,Circular Economy,Project Finance,1545.53,0.0029,74,0.201,0.916,0.127,0.559,0.739,80.8,69.8,80.0,58.5,55.7,78.3,81.8,81.2,74.16,Green,True,True,True,82.1,Article 9,77.6,Low,Low,8.9,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Colombia,Latin America,False,Green Building / Real Estate,Real Estate,2255202.29,0.7024,39,0.53,0.752,0.257,0.597,0.631,62.4,56.8,55.4,52.3,55.3,24.6,75.1,59.6,53.9,Amber,True,True,True,66.1,Article 8,61.2,Medium,Medium,5.9,ESG-integrated (MiFID Art. 8 preference),False,True,False
Romania,Eastern Europe,True,Manufacturing (conventional),SME Debt,44697408.18,0.9892,46,0.399,0.821,0.703,0.461,0.545,17.5,19.7,54.2,59.3,63.8,49.8,22.6,62.1,43.01,Amber,False,False,False,0.0,Article 6,50.6,Low,High,3.3,Conventional (Article 6 compatible),True,True,True
Pakistan,South Asia,False,Green Building / Real Estate,Green Bond,6645523.34,0.8062,29,0.86,0.544,0.378,0.668,0.721,56.9,53.3,53.5,56.9,66.6,26.9,67.8,59.6,53.47,Amber,True,False,False,58.7,Article 8,55.8,High,Medium,4.8,Conventional (Article 6 compatible),False,True,False
Japan,East Asia,False,Sustainable Agriculture,Real Estate,1457462.03,0.6605,73,0.293,0.92,0.339,0.465,0.698,62.5,65.4,70.3,70.4,52.1,50.7,71.4,63.0,63.8,Green,True,True,True,65.2,Article 8,66.5,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ghana,Sub-Saharan Africa,False,Private Equity (diversified),Real Estate,27540.03,0.2794,43,0.665,0.632,0.502,0.356,0.58,29.8,21.4,33.5,49.3,54.0,24.5,36.7,51.0,35.9,Red,False,False,False,0.0,Article 6,49.8,High,High,2.6,Conventional (Article 6 compatible),False,False,False
Colombia,Latin America,False,Digital Infrastructure,SME Debt,7722.21,0.1573,39,0.578,0.752,0.304,0.494,0.57,40.7,63.5,39.5,44.1,51.5,22.1,51.4,80.3,44.31,Amber,False,False,False,0.0,Article 6,57.4,Medium,Medium,4.4,Conventional (Article 6 compatible),False,False,False
Canada,North America,False,Healthcare,Private Equity / Venture,124051.94,0.424,76,0.28,0.936,0.201,0.688,0.888,48.6,65.8,86.8,77.8,48.6,52.9,56.9,56.7,63.95,Green,False,False,False,0.0,Article 8,75.4,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Romania,Eastern Europe,True,Microfinance,SME Debt,5761356.11,0.7925,46,0.377,0.821,0.25,0.784,0.8,50.6,64.2,69.6,66.7,66.6,44.1,54.9,64.5,59.45,Green,False,False,False,0.0,Article 8,68.9,Low,Medium,6.4,ESG-integrated (MiFID Art. 8 preference),False,False,True
Mexico,Latin America,False,Green Building / Real Estate,Private Equity / Venture,19579760.39,0.91,31,0.602,0.758,0.268,0.6,0.575,67.9,63.1,53.4,62.4,56.9,18.6,74.2,65.3,56.02,Amber,True,True,True,66.4,Article 8,58.5,Medium,Medium,6.1,ESG-integrated (MiFID Art. 8 preference),False,True,False
New Zealand,Oceania,False,Renewable Energy,Green Bond,212918.27,0.4758,85,0.261,0.937,0.121,0.529,0.695,82.2,60.7,81.4,64.7,49.1,63.4,78.5,85.6,72.05,Green,True,True,True,81.6,Article 9,77.4,Low,Low,8.7,Sustainability-focused (MiFID Art. 9 preference),False,True,False
Hungary,Eastern Europe,True,Biodiversity / Nature,Private Equity / Venture,925947.7,0.617,42,0.475,0.854,0.097,0.636,0.748,77.4,60.1,59.0,71.3,63.2,45.2,87.4,62.4,65.55,Green,True,True,True,80.4,Article 8,69.3,Medium,Low,7.1,ESG-integrated (MiFID Art. 8 preference),False,False,True
Canada,North America,False,Financial Inclusion,Green Bond,10854.83,0.19,76,0.257,0.936,0.048,0.674,0.855,59.7,65.1,86.5,67.8,45.1,61.6,73.5,84.8,68.73,Green,False,False,False,0.0,Article 8,80.4,Low,Medium,7.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
New Zealand,Oceania,False,Water & Sanitation,SME Debt,50723.75,0.3381,85,0.255,0.937,0.033,0.621,0.795,82.7,59.9,91.1,66.5,43.4,52.0,93.8,90.3,73.94,Green,True,True,True,87.6,Article 9,80.5,Low,Medium,8.9,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Greece,Southern Europe,True,Biodiversity / Nature,SME Debt,1753.17,0.015,49,0.572,0.887,0.136,0.503,0.888,63.9,58.3,55.2,65.7,53.4,54.3,84.5,46.4,60.7,Green,True,True,True,76.1,Article 8,67.4,Medium,Low,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ghana,Sub-Saharan Africa,False,SME Finance,Green Bond,45336248.2,0.9906,43,0.673,0.632,0.168,0.739,0.675,51.9,58.2,71.3,63.2,60.1,33.8,61.2,65.3,57.64,Amber,False,False,False,0.0,Article 8,67.3,High,Medium,5.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Japan,East Asia,False,Renewable Energy,Real Estate,17045.24,0.2334,73,0.338,0.92,0.0,0.655,0.777,87.4,59.6,85.4,63.4,42.3,46.6,93.6,82.9,71.8,Green,True,True,True,88.7,Article 8,78.9,Low,Low,7.7,Sustainability-focused (MiFID Art. 9 preference),False,True,False
Indonesia,Southeast Asia,False,Digital Infrastructure,SME Debt,551733.78,0.5673,34,0.66,0.705,0.144,0.533,0.529,51.4,55.8,49.3,53.6,61.0,20.9,64.8,86.0,51.27,Amber,False,False,False,0.0,Article 8,61.2,High,Medium,4.6,Conventional (Article 6 compatible),False,False,False
Philippines,Southeast Asia,False,Manufacturing (conventional),Microfinance / Social Bond,31964593.49,0.957,33,0.698,0.699,0.615,0.517,0.416,25.8,19.4,43.3,44.1,63.0,14.5,32.2,65.5,35.83,Red,False,False,False,0.0,Article 6,46.7,High,High,2.6,Conventional (Article 6 compatible),False,True,False
Kazakhstan,Central Asia,False,Affordable Housing,SME Debt,63762.88,0.3601,36,0.51,0.811,0.272,0.577,0.784,47.1,65.2,56.5,62.1,48.1,19.3,59.0,53.0,50.13,Amber,False,False,False,0.0,Article 8,59.4,Medium,Medium,5.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sri Lanka,South Asia,False,Healthcare,Green Bond,3690074.18,0.7497,34,0.585,0.782,0.21,0.757,0.923,52.3,58.3,63.8,78.6,55.8,29.7,61.1,62.6,57.39,Amber,False,False,False,0.0,Article 8,64.8,Medium,Medium,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
